,source,destination,mixed_string,semantic_proximity
42368,Ant,Tea,ATaent,0.18187760183353593
42369,Ant,Armor,AAmnorrt,0.18083628489062373
42370,Ant,Toast,ATanostt,0.1167047235452058
42371,Ant,Polo,APlnoot,0.06940346000046119
42372,Ant,Laundry,ALadnnrtuy,0.1850771869212655
42373,Ant,Bowl,ABlnotw,0.17477191681374227
42374,Ant,Trick,ATciknrt,0.26672159148248026
42375,Ant,Crusader,ACadenrrstu,0.14205131909975202
42376,Ant,Farm,AFamnrt,0.24818147909788438
42377,Ant,Mona Lisa, ALMaainnost,0.19279389585722892
42378,Ant,Beer,ABeenrt,0.15717187109526687
42379,Ant,Alaska,AAaaklnst,0.18460132411363372
42380,Ant,Jellyfish,AJefhillnsty,0.3959975924888083
42381,Ant,Medic,AMcdeint,0.17918901469936832
42382,Ant,Mustard,AMadnrsttu,0.1855952532546074
42383,Ant,Hawaii,AHaaiintw,0.2190529930328749
42384,Ant,Bass,ABansst,0.11866968582662529
42385,Ant,Tutu,ATnttuu,0.14471761180774756
42386,Ant,Barbecue,ABabceenrtu,0.14113420329024404
42387,Ant,Balloon,ABallnnoot,0.18404247171453275
42388,Ant,Gear,AGaenrt,0.1386798539822356
42389,Ant,Stable,ASabelntt,0.15234045248445857
42390,Ant,Wheelchair,AWaceehhilnrt,0.0497007357974584
42391,Ant,Storm,ASmnortt,0.14900041719781218
42392,Ant,Shorts,AShnorstt,0.12733316595252045
42393,Ant,Steel,ASeelntt,0.11151960922423185
42394,Ant,Bucket,ABceknttu,0.23289715287425283
42395,Ant,Dash,ADahnst,0.1653849672467191
42396,Ant,Walrus,AWalnrstu,0.2530028133563392
42397,Ant,Lemonade,ALadeemnnot,0.17260212258551327
42398,Ant,Flag,AFaglnt,0.2462045952932293
42399,Ant,Cave,ACaentv,0.31342482668023025
42693,Vampire,Drum,DVaeimmprru,0.09704717021977338
42694,Vampire,Nose,NVaeeimoprs,0.19249663291091273
42695,Vampire,Anchor,AVacehimnoprr,0.010052619143389405
42696,Vampire,Shoulder,SVadeehilmoprru,0.16339024177400926
42697,Vampire,Spirit,SVaeiiimpprrt,0.2895975959243089
42698,Vampire,Book,BVaeikmoopr,0.2795101416266908
42699,Vampire,Kick,KVaceiikmpr,0.16046550923512773
42700,Vampire,Boss,BVaeimoprss,0.257364708294106
42701,Vampire,Rope,RVaeeimoppr,0.11192656267307473
42702,Vampire,Avalanche,AVaaaceehilmnprv,0.09483830308773436
42703,Vampire,Sheet,SVaeeehimprt,0.08514457740016762
42704,Vampire,Tuxedo,TVadeeimoprux,0.1968167221226636
42705,Vampire,Shampoo,SVaaehimmooppr,0.09871847556427969
42706,Vampire,Frog,FVaegimoprr,0.29176231552961884
42707,Vampire,Milk,MVaeiiklmpr,0.14291451696050408
42708,Vampire,Gangster,GVaaeegimnprrst,0.4366342417592385
42709,Vampire,Spurs,SVaeimpprrsu,0.05242031607204868
42710,Vampire,Step,SVaeeimpprt,0.1308687185335321
42711,Vampire,Mummy,MVaeimmmpruy,0.39175216804085355
42712,Vampire,Kung Fu, FKVaegimnpruu,0.25035552102520137
42713,Vampire,Wedding,VWaddeegiimnpr,0.22738696550800233
42714,Vampire,Minotaur,MVaaeiimnoprrtu,0.27066438022714867
42715,Vampire,Sleep,SVaeeeilmppr,0.24191069494181486
42716,Vampire,Eden,EVadeeimnpr,0.21973819470139552
42717,Vampire,Boxer,BVaeeimoprrx,0.17287563088038566
42718,Vampire,Homer,HVaeeimmoprr,0.10512444276738558
42719,Vampire,Peach,PVaaceehimpr,0.1663968300311235
42720,Vampire,Waitress,VWaaeeiimprrsst,0.3048770759614934
42721,Vampire,Computer,CVaeeimmopprrtu,0.11343926643596315
42722,Vampire,Tiger,TVaeegiimprr,0.26881498218303446
42723,Vampire,Wagon,VWaaegimnopr,0.12081724248497228
42724,Vampire,Stamp,SVaaeimmpprt,0.06775932629860483
42725,Vampire,Flood,FVadeilmoopr,0.10799780171057954
42726,Vampire,Manicure,MVaaceeiimnprru,0.13906789780652035
42727,Vampire,Swamp,SVaaeimmpprw,0.2862525741966489
42728,Vampire,Dressing,DVaeegiimnprrss,0.21104870013032245
42729,Vampire,Radio,RVaadeiimopr,0.09046293488426879
42730,Vampire,Banana,BVaaaaeimnnpr,0.1644861099959562
42731,Vampire,Pad,PVaadeimpr,0.06766047478807206
42732,Vampire,Sun,SVaeimnpru,0.18837205699524132
42733,Vampire,Sugar,SVaaegimprru,0.17602232712941066
42734,Vampire,Ram,RVaaeimmpr,0.08637620363971837
42735,Vampire,Sack,SVaaceikmpr,0.11425374220486681
42736,Vampire,Rainbow,RVaabeiimnoprw,0.22807165473771926
42737,Vampire,Magazine,MVaaaeegiimnprz,0.1460961625136381
42738,Vampire,Story,SVaeimoprrty,0.3826705274348023
42739,Vampire,Pig,PVaegiimpr,0.25396760842961064
42740,Vampire,Comet,CVaeeimmoprt,0.15136579291278945
42741,Vampire,Chip,CVaehiimppr,0.07547741840558585
42742,Vampire,Bean,BVaaeeimnpr,0.10530652484774075
42743,Vampire,Pop,PVaeimoppr,0.2824015129340563
42744,Vampire,Page,PVaaeegimpr,0.06973180834538602
42745,Vampire,Groom,GVaeimmooprr,0.23609159404342994
42746,Vampire,Paddle,PVaaddeeilmpr,0.06802170761264784
42747,Vampire,Mirror,MVaeiimoprrrr,0.2117492063760797
42748,Vampire,Sword,SVadeimoprrw,0.38847418494632263
42749,Vampire,Tip,TVaeiimppr,0.14327781196426537
42750,Vampire,Shell,SVaeehillmpr,0.07512786178975914
42751,Vampire,Peanut,PVaaeeimnprtu,0.11359182837201735
42752,Vampire,House,HVaeeimoprsu,0.254860496252329
42753,Vampire,Hit,HVaeiimprt,0.2123064349578439
42754,Vampire,Brain,BVaaeiimnprr,0.21215921662913728
42755,Vampire,Santa,SVaaaeimnprt,0.19451977451226798
42756,Vampire,Halloween,HVaaeeeillmnoprw,0.4236945337708468
42757,Vampire,Hide,HVadeeiimpr,0.23354992209439626
42758,Vampire,Brazil,BVaaeiilmprrz,0.05006153906564693
42759,Vampire,Cone,CVaeeimnopr,0.03745862847667754
42760,Vampire,Knot,KVaeimnoprt,0.13273709554464755
42761,Vampire,Wish,VWaehiimprs,0.21334504867797288
42762,Vampire,Rust,RVaeimprstu,0.09567588493702818
42763,Vampire,Ace,AVaceeimpr,0.19618724144652658
42765,Vampire,Sumo,SVaeimmopru,0.131523355283083
42766,Vampire,Reindeer,RVadeeeeiimnprr,0.2174839338014049
42767,Vampire,Tea,TVaaeeimpr,0.19382609119350563
42768,Vampire,Armor,AVaeimmoprrr,0.273060899874606
42769,Vampire,Toast,TVaaeimoprst,0.1629986142465929
42770,Vampire,Polo,PVaeilmoopr,0.06016928416336425
42771,Vampire,Laundry,LVaadeimnprruy,0.09871058451997666
42772,Vampire,Bowl,BVaeilmoprw,0.09914620313078727
42773,Vampire,Trick,TVaceiikmprr,0.28657202746882626
42774,Vampire,Crusader,CVaadeeimprrrsu,0.28322871267782346
42775,Vampire,Farm,FVaaeimmprr,0.13591786202236686
42776,Vampire,Mona Lisa, LMVaaaeiimnoprs,0.22568109631337194
42777,Vampire,Beer,BVaeeeimprr,0.18161041005963627
42778,Vampire,Alaska,AVaaaeiklmprs,0.10376178829570372
42779,Vampire,Jellyfish,JVaeefhiillmprsy,0.18440557307539235
42780,Vampire,Medic,MVacdeeiimpr,0.18548411595933736
42781,Vampire,Mustard,MVaadeimprrstu,0.05742874156492039
42782,Vampire,Hawaii,HVaaaeiiimprw,0.10603342528008443
42783,Vampire,Bass,BVaaeimprss,0.14972931842517856
42784,Vampire,Tutu,TVaeimprtuu,0.23147236822962924
42785,Vampire,Barbecue,BVaabceeeimprru,0.09003485712184883
42786,Vampire,Balloon,BVaaeillmnoopr,0.08950929979093432
42787,Vampire,Gear,GVaaeeimprr,0.12135507610328139
42788,Vampire,Stable,SVaabeeilmprt,0.0819971942110969
42789,Vampire,Wheelchair,VWaaceeehhiilmprr,0.0772718681600472
42790,Vampire,Storm,SVaeimmoprrt,0.18269041053160578
42791,Vampire,Shorts,SVaehimoprrst,0.16957307407339262
42792,Vampire,Steel,SVaeeeilmprt,0.10746874128316752
42793,Vampire,Bucket,BVaceeikmprtu,0.11883562610109999
42794,Vampire,Dash,DVaaehimprs,0.12495824366030418
42795,Vampire,Walrus,VWaaeilmprrsu,0.17695460653011297
42796,Vampire,Lemonade,LVaadeeeimmnopr,0.16663567664273082
42797,Vampire,Flag,FVaaegilmpr,0.07225221453261087
42798,Vampire,Cave,CVaaeeimprv,0.2496760113729476
42799,Vampire,Ant,AVaeimnprt,0.199558875760846
43092,Tattoo,Drum,DTamoorttu,0.273102729754139
43093,Tattoo,Nose,NTaeooostt,0.31155585054248514
43094,Tattoo,Anchor,ATachnooortt,0.1553094854895584
43095,Tattoo,Shoulder,STadehlooorttu,0.27874303663066213
43096,Tattoo,Spirit,STaiiooprttt,0.23844055290325727
43097,Tattoo,Book,BTakoooott,0.20502768902709118
43098,Tattoo,Kick,KTacikoott,0.1746217293086895
43099,Tattoo,Boss,BTaooosstt,0.20267807945941121
43100,Tattoo,Rope,RTaeoooptt,0.21455706583899953
43101,Tattoo,Avalanche,ATaaacehlnoottv,0.024983106236119074
43102,Tattoo,Sheet,STaeehoottt,0.18887427988770403
43103,Tattoo,Tuxedo,TTadeooottux,0.20986196141814578
43104,Tattoo,Shampoo,STaahmooooptt,0.19925823669460982
43105,Tattoo,Frog,FTagooortt,0.34904859648254033
43106,Tattoo,Milk,MTaikloott,0.1502620174174006
43107,Tattoo,Gangster,GTaaegnoorsttt,0.2778269412438946
43108,Tattoo,Spurs,STaooprsttu,0.15306500240858298
43109,Tattoo,Step,STaeoopttt,0.19784631309302853
43110,Tattoo,Mummy,MTammoottuy,0.22662036361611732
43111,Tattoo,Kung Fu, FKTagnoottuu,0.2521150707695143
43112,Tattoo,Wedding,TWaddeginoott,0.34057105441937363
43113,Tattoo,Minotaur,MTaainooortttu,0.18946634365439582
43114,Tattoo,Sleep,STaeelooptt,0.1611790959128441
43115,Tattoo,Eden,ETadenoott,0.21213590765787005
43116,Tattoo,Boxer,BTaeooorttx,0.21669019651365112
43117,Tattoo,Homer,HTaemooortt,0.15573735887035642
43118,Tattoo,Peach,PTaacehoott,0.22317058594637926
43119,Tattoo,Waitress,TWaaeioorssttt,0.21117492166145763
43120,Tattoo,Computer,CTaemoooprtttu,0.179905255566332
43121,Tattoo,Tiger,TTaegioortt,0.38932249799586616
43122,Tattoo,Wagon,TWaagnooott,0.07920382740968804
43123,Tattoo,Stamp,STaamoopttt,0.33761953545667095
43124,Tattoo,Flood,FTadloooott,0.04030665962611013
43125,Tattoo,Manicure,MTaaceinoorttu,0.3849086489309273
43126,Tattoo,Swamp,STaamoopttw,0.1267726034242643
43127,Tattoo,Dressing,DTaeginoorsstt,0.21393573060117685
43128,Tattoo,Radio,RTaadiooott,0.14398535370627433
43129,Tattoo,Banana,BTaaaannoott,0.21665760662561556
43130,Tattoo,Pad,PTaadoott,0.2505568077809644
43131,Tattoo,Sun,STanoottu,0.3108473218760736
43132,Tattoo,Sugar,STaagoorttu,0.09898983292448064
43133,Tattoo,Ram,RTaamoott,0.16263169454196652
43134,Tattoo,Sack,STaackoott,0.0617061379014681
43135,Tattoo,Rainbow,RTaabinooottw,0.37654171265881814
43136,Tattoo,Magazine,MTaaaeginoottz,0.22631403037906167
43137,Tattoo,Story,STaooorttty,0.20316902473626397
43138,Tattoo,Pig,PTagioott,0.3094773776917359
43139,Tattoo,Comet,CTaemooottt,0.10377155933699247
43140,Tattoo,Chip,CTahiooptt,0.1917698502816162
43141,Tattoo,Bean,BTaaenoott,0.13980612421496258
43142,Tattoo,Pop,PTaoooptt,0.25608201996175517
43143,Tattoo,Page,PTaaegoott,0.20069176394776278
43144,Tattoo,Groom,GTamoooortt,0.27952585032918575
43145,Tattoo,Paddle,PTaaddeloott,0.16038996301584246
43146,Tattoo,Mirror,MTaiooorrrtt,0.23945867409389116
43147,Tattoo,Sword,STadooorttw,0.3103706589997785
43148,Tattoo,Tip,TTaiooptt,0.30482077570668137
43149,Tattoo,Shell,STaehlloott,0.18123882685712367
43150,Tattoo,Peanut,PTaaenootttu,0.13308691893057129
43151,Tattoo,House,HTaeooosttu,0.2140085006919599
43152,Tattoo,Hit,HTaioottt,0.1376983016270014
43153,Tattoo,Brain,BTaainoortt,0.17345511846271322
43154,Tattoo,Santa,STaaanoottt,0.2905481767501386
43155,Tattoo,Halloween,HTaaeellnooottw,0.42980883507423956
43156,Tattoo,Hide,HTadeioott,0.23936241222858515
43157,Tattoo,Brazil,BTaailoorttz,0.2515156646844718
43158,Tattoo,Cone,CTaenooott,0.16797272874242225
43159,Tattoo,Knot,KTanooottt,0.33640876700139943
43160,Tattoo,Wish,TWahioostt,0.25598045113789486
43161,Tattoo,Rust,RTaoostttu,0.1749581861764339
43162,Tattoo,Ace,ATaceoott,0.21518913382731464
43164,Tattoo,Sumo,STamooottu,0.1689065549598124
43165,Tattoo,Reindeer,RTadeeeinoortt,0.1514575520606762
43166,Tattoo,Tea,TTaaeoott,0.2027291371840952
43167,Tattoo,Armor,ATamooorrtt,0.24807582982681414
43168,Tattoo,Toast,TTaaooosttt,0.09700493734130335
43169,Tattoo,Polo,PTaloooott,0.21898021211726162
43170,Tattoo,Laundry,LTaadnoorttuy,0.12159920196335099
43171,Tattoo,Bowl,BTalooottw,0.1593977680648898
43172,Tattoo,Trick,TTacikoortt,0.24681782700523994
43173,Tattoo,Crusader,CTaadeoorrsttu,0.11285233161235156
43174,Tattoo,Farm,FTaamoortt,0.14196575415697635
43175,Tattoo,Mona Lisa, LMTaaainooostt,0.2990072360295609
43176,Tattoo,Beer,BTaeeoortt,0.23778394488328905
43177,Tattoo,Alaska,ATaaakloostt,0.24225587670472065
43178,Tattoo,Jellyfish,JTaefhilloostty,0.24004163754294508
43179,Tattoo,Medic,MTacdeioott,0.21424848273714864
43180,Tattoo,Mustard,MTaadoorstttu,0.13314880136863622
43181,Tattoo,Hawaii,HTaaaiioottw,0.3757658230064392
43182,Tattoo,Bass,BTaaoosstt,0.2034382641729525
43183,Tattoo,Tutu,TTaootttuu,0.2047572669687284
43184,Tattoo,Barbecue,BTaabceeoorttu,0.2120789207911115
43185,Tattoo,Balloon,BTaallnoooott,0.2712351962461812
43186,Tattoo,Gear,GTaaeoortt,0.22554104741419506
43187,Tattoo,Stable,STaabeloottt,0.01931716301941192
43188,Tattoo,Wheelchair,TWaaceehhiloortt,0.09730728394517428
43189,Tattoo,Storm,STamooorttt,0.11877404808855516
43190,Tattoo,Shorts,STahooorsttt,0.2484900762437477
43191,Tattoo,Steel,STaeeloottt,0.18908124432659912
43192,Tattoo,Bucket,BTacekootttu,0.09697930397460863
43193,Tattoo,Dash,DTaahoostt,0.11425822874545788
43194,Tattoo,Walrus,TWaaloorsttu,0.19167243502850992
43195,Tattoo,Lemonade,LTaadeemnooott,0.12492921762838699
43196,Tattoo,Flag,FTaagloott,0.27529249081783025
43197,Tattoo,Cave,CTaaeoottv,0.22847584930713188
43198,Tattoo,Ant,ATanoottt,0.20708913984596494
43199,Tattoo,Vampire,TVaaeimooprtt,0.34888063634409866
43491,Ranch,Drum,DRachmnru,0.10506676946435584
43492,Ranch,Nose,NRacehnos,0.14682025743300353
43493,Ranch,Anchor,ARacchhnnor,0.0894611209307463
43494,Ranch,Shoulder,RSacdehhlnoru,0.15948728928692224
43495,Ranch,Spirit,RSachiinprt,0.14538656367526306
43496,Ranch,Book,BRachknoo,0.15853320929881806
43497,Ranch,Kick,KRacchikn,0.1790543751095501
43498,Ranch,Boss,BRachnoss,0.1436332764337144
43499,Ranch,Rope,RRacehnop,0.1853940260884341
43500,Ranch,Avalanche,ARaaaccehhlnnv,0.20242810474461617
43501,Ranch,Sheet,RSaceehhnt,0.10609728830617471
43502,Ranch,Tuxedo,RTacdehnoux,0.17034527016880546
43503,Ranch,Shampoo,RSaachhmnoop,0.1359751396577088
43504,Ranch,Frog,FRacghnor,0.2088607782828576
43505,Ranch,Milk,MRachikln,0.2958502726583124
43506,Ranch,Gangster,GRaaceghnnrst,0.12506609169116134
43507,Ranch,Spurs,RSachnprsu,0.2441433864096792
43508,Ranch,Step,RSacehnpt,0.12635269770712904
43509,Ranch,Mummy,MRachmmnuy,0.13342354697798223
43510,Ranch,Kung Fu, FKRacghnnuu,0.10546274916437012
43511,Ranch,Wedding,RWacddeghinn,0.2571738573403568
43512,Ranch,Minotaur,MRaachinnortu,-0.0028059467449227976
43513,Ranch,Sleep,RSaceehlnp,0.13690751525572983
43514,Ranch,Eden,ERacdehnn,0.23550520443954545
43515,Ranch,Boxer,BRacehnorx,0.15312160510079129
43516,Ranch,Homer,HRacehmnor,0.16668783074285098
43517,Ranch,Peach,PRaaccehhn,0.2552852769107028
43518,Ranch,Waitress,RWaacehinrsst,0.19715535168820233
43519,Ranch,Computer,CRacehmnoprtu,0.07792569171447697
43520,Ranch,Tiger,RTaceghinr,0.23746728957880492
43521,Ranch,Wagon,RWaacghnno,0.42997999657647457
43522,Ranch,Stamp,RSaachmnpt,0.14512672871561177
43523,Ranch,Flood,FRacdhlnoo,0.17385447185577624
43524,Ranch,Manicure,MRaaccehinnru,0.09690460118926304
43525,Ranch,Swamp,RSaachmnpw,0.25589481437909994
43526,Ranch,Dressing,DRaceghinnrss,0.4151233421214877
43527,Ranch,Radio,RRaacdhino,0.1598847221631999
43528,Ranch,Banana,BRaaaachnnn,0.2633345383524386
43529,Ranch,Pad,PRaacdhn,0.1652561834687408
43530,Ranch,Sun,RSachnnu,0.2358096280673952
43531,Ranch,Sugar,RSaacghnru,0.2608805482576819
43532,Ranch,Ram,RRaachmn,0.15992437288516012
43533,Ranch,Sack,RSaacchkn,0.09434070041815643
43534,Ranch,Rainbow,RRaabchinnow,0.2500601757621641
43535,Ranch,Magazine,MRaaaceghinnz,0.13610534519970122
43536,Ranch,Story,RSachnorty,0.2617787884258617
43537,Ranch,Pig,PRacghin,0.33124895142143096
43538,Ranch,Comet,CRacehmnot,0.1089837157392729
43539,Ranch,Chip,CRachhinp,0.1824662941494387
43540,Ranch,Bean,BRaacehnn,0.26628386721950714
43541,Ranch,Pop,PRachnop,0.13572571270539202
43542,Ranch,Page,PRaaceghn,0.03606716927348918
43543,Ranch,Groom,GRachmnoor,0.26412781352078096
43544,Ranch,Paddle,PRaacddehln,0.1812373313734687
43545,Ranch,Mirror,MRachinorrr,0.07664883566828301
43546,Ranch,Sword,RSacdhnorw,0.10985102117136977
43547,Ranch,Tip,RTachinp,0.12523466445091272
43548,Ranch,Shell,RSacehhlln,0.13053493395681517
43549,Ranch,Peanut,PRaacehnntu,0.33020086188957665
43550,Ranch,House,HRacehnosu,0.49876287425960825
43551,Ranch,Hit,HRachint,0.1602064507311393
43552,Ranch,Brain,BRaachinnr,0.02337318703159115
43553,Ranch,Santa,RSaaachnnt,0.3603151274738711
43554,Ranch,Halloween,HRaaceehllnnow,0.2183891904544614
43555,Ranch,Hide,HRacdehin,0.18821348601954233
43556,Ranch,Brazil,BRaachilnrz,0.20574289815953636
43557,Ranch,Cone,CRacehnno,0.08888659007466805
43558,Ranch,Knot,KRachnnot,0.13848588253964295
43559,Ranch,Wish,RWachhins,0.13719534353293567
43560,Ranch,Rust,RRachnstu,0.13697557874332722
43561,Ranch,Ace,ARaccehn,0.1620026989031799
43563,Ranch,Sumo,RSachmnou,0.1280628888602619
43564,Ranch,Reindeer,RRacdeeehinnr,0.2998344420445584
43565,Ranch,Tea,RTaacehn,0.1682873253311632
43566,Ranch,Armor,ARachmnorr,0.07180737877531307
43567,Ranch,Toast,RTaachnost,0.2493827686694817
43568,Ranch,Polo,PRachlnoo,0.23946980180445882
43569,Ranch,Laundry,LRaacdhnnruy,0.2528769342999206
43570,Ranch,Bowl,BRachlnow,0.21957390833574536
43571,Ranch,Trick,RTacchiknr,0.17192884738330266
43572,Ranch,Crusader,CRaacdehnrrsu,0.11657070674858716
43573,Ranch,Farm,FRaachmnr,0.596903357909678
43574,Ranch,Mona Lisa, LMRaaachinnos,0.16983648451948202
43575,Ranch,Beer,BRaceehnr,0.21962684038630786
43576,Ranch,Alaska,ARaaachklns,0.3117896277521446
43577,Ranch,Jellyfish,JRacefhhillnsy,0.028975348666859694
43578,Ranch,Medic,MRaccdehin,0.14442556877654406
43579,Ranch,Mustard,MRaacdhnrstu,0.3305154778135991
43580,Ranch,Hawaii,HRaaachiinw,0.30993818537300294
43581,Ranch,Bass,BRaachnss,0.15267242935187483
43582,Ranch,Tutu,RTachntuu,0.0881460699211139
43583,Ranch,Barbecue,BRaabcceehnru,0.3762447359238806
43584,Ranch,Balloon,BRaachllnnoo,0.14759605161800482
43585,Ranch,Gear,GRaacehnr,0.13401923141930944
43586,Ranch,Stable,RSaabcehlnt,0.2110993238686219
43587,Ranch,Wheelchair,RWaacceehhhilnr,0.14195130041323412
43588,Ranch,Storm,RSachmnort,0.18764528039200676
43589,Ranch,Shorts,RSachhnorst,0.11879773938689188
43590,Ranch,Steel,RSaceehlnt,0.1493528427637471
43591,Ranch,Bucket,BRaccehkntu,0.18908758833734596
43592,Ranch,Dash,DRaachhns,0.20783170943794815
43593,Ranch,Walrus,RWaachlnrsu,0.0861580241230405
43594,Ranch,Lemonade,LRaacdeehmnno,0.23885769182814004
43595,Ranch,Flag,FRaacghln,0.11555846302593858
43596,Ranch,Cave,CRaacehnv,0.28090746846833886
43597,Ranch,Ant,ARachnnt,0.11633298539156588
43598,Ranch,Vampire,RVaacehimnpr,0.18468599620443474
43599,Ranch,Tattoo,RTaachnoott,0.17407784649767222
43890,Locust,Drum,DLcmorstuu,0.13636662575280512
43891,Locust,Nose,LNceoosstu,0.12807315412078654
43892,Locust,Anchor,ALcchnoorstu,0.008493101526706038
43893,Locust,Shoulder,LScdehloorstuu,0.057326383221891264
43894,Locust,Spirit,LSciioprsttu,0.08546920093100067
43895,Locust,Book,BLckooostu,-0.03747991837572711
43896,Locust,Kick,KLccikostu,0.02784513232698326
43897,Locust,Boss,BLcoossstu,0.03891848138896522
43898,Locust,Rope,LRceoopstu,0.13707237627864516
43899,Locust,Avalanche,ALaaccehlnostuv,0.15626450263939434
43900,Locust,Sheet,LSceehosttu,0.06553635236000639
43901,Locust,Tuxedo,LTcdeoostuux,0.0393888322381387
43902,Locust,Shampoo,LSachmooopstu,0.045998494547078654
43903,Locust,Frog,FLcgoorstu,0.30633576342001734
43904,Locust,Milk,LMciklostu,0.11196192798616843
43905,Locust,Gangster,GLacegnorssttu,0.052992398183082934
43906,Locust,Spurs,LScoprsstuu,0.15659374698823797
43907,Locust,Step,LSceopsttu,0.010253533909485687
43908,Locust,Mummy,LMcmmostuuy,0.1673859295741928
43909,Locust,Kung Fu, FKLcgnostuuu,0.10904068055009442
43910,Locust,Wedding,LWcddeginostu,0.026569618905576534
43911,Locust,Minotaur,LMacinoorsttuu,0.15390533692535455
43912,Locust,Sleep,LSceelopstu,0.100033927449908
43913,Locust,Eden,ELcdenostu,0.2984313046521486
43914,Locust,Boxer,BLceoorstux,-0.04993271370087232
43915,Locust,Homer,HLcemoorstu,0.04164798567607382
43916,Locust,Peach,LPaccehostu,0.26010588517993644
43917,Locust,Waitress,LWaceiorsssttu,0.05891564451210406
43918,Locust,Computer,CLcemooprsttuu,0.0061628453496646455
43919,Locust,Tiger,LTcegiorstu,0.26697710072899183
43920,Locust,Wagon,LWacgnoostu,0.16271415096325906
43921,Locust,Stamp,LSacmopsttu,0.007583248693353473
43922,Locust,Flood,FLcdlooostu,0.24514734036219346
43923,Locust,Manicure,LMacceinorstuu,0.039279316709515295
43924,Locust,Swamp,LSacmopstuw,0.3876017413083373
43925,Locust,Dressing,DLceginorssstu,0.04708250767339763
43926,Locust,Radio,LRacdioostu,-0.03523225266421698
43927,Locust,Banana,BLaaacnnostu,0.28671527441608896
43928,Locust,Pad,LPacdostu,-0.007621036487108818
43929,Locust,Sun,LScnostuu,0.1789111427376224
43930,Locust,Sugar,LSacgorstuu,0.21921557239906547
43931,Locust,Ram,LRacmostu,0.04750345179768547
43932,Locust,Sack,LSacckostu,0.10876179598326441
43933,Locust,Rainbow,LRabcinoostuw,0.20714026404715008
43934,Locust,Magazine,LMaaceginostuz,-0.008026572548122082
43935,Locust,Story,LScoorsttuy,0.00897853743267024
43936,Locust,Pig,LPcgiostu,0.18995682397399644
43937,Locust,Comet,CLcemoosttu,0.21974829353738703
43938,Locust,Chip,CLchiopstu,0.03109658477442977
43939,Locust,Bean,BLacenostu,0.2977676870705887
43940,Locust,Pop,LPcoopstu,0.018916126849428935
43941,Locust,Page,LPacegostu,-0.09754479550356558
43942,Locust,Groom,GLcmooorstu,0.03676018155164685
43943,Locust,Paddle,LPacddelostu,0.08064702434017908
43944,Locust,Mirror,LMcioorrrstu,0.012338007747082474
43945,Locust,Sword,LScdoorstuw,0.20525565560363088
43946,Locust,Tip,LTciopstu,0.013152789597444758
43947,Locust,Shell,LScehllostu,0.175029772632749
43948,Locust,Peanut,LPacenosttuu,0.2503242041805918
43949,Locust,House,HLceoosstuu,0.12075566296814519
43950,Locust,Hit,HLciosttu,0.07941525183715853
43951,Locust,Brain,BLacinorstu,0.13768296678269829
43952,Locust,Santa,LSaacnosttu,0.1783057693488917
43953,Locust,Halloween,HLaceellnoostuw,0.16250331414479177
43954,Locust,Hide,HLcdeiostu,0.09695235705927592
43955,Locust,Brazil,BLacilorstuz,0.16458646910279082
43956,Locust,Cone,CLcenoostu,0.1923084257305537
43957,Locust,Knot,KLcnoosttu,0.0963599506713824
43958,Locust,Wish,LWchiosstu,-0.012998570322716101
43959,Locust,Rust,LRcossttuu,0.24810417161214895
43960,Locust,Ace,ALcceostu,0.08032878659916382
43962,Locust,Sumo,LScmoostuu,0.10689982239055189
43963,Locust,Reindeer,LRcdeeeinorstu,0.17739324799772196
43964,Locust,Tea,LTaceostu,0.12318628384135091
43965,Locust,Armor,ALcmoorrstu,0.1632440700709818
43966,Locust,Toast,LTacoossttu,0.09513211906590104
43967,Locust,Polo,LPclooostu,0.0538599796794597
43968,Locust,Laundry,LLacdnorstuuy,0.04569416874608212
43969,Locust,Bowl,BLcloostuw,0.07090186127347665
43970,Locust,Trick,LTccikorstu,0.08651896497773864
43971,Locust,Crusader,CLacdeorrsstuu,0.14932346263971585
43972,Locust,Farm,FLacmorstu,0.15520510558465472
43973,Locust,Mona Lisa, LLMaacinoosstu,0.1410934251777661
43974,Locust,Beer,BLceeorstu,0.0535665838334027
43975,Locust,Alaska,ALaacklosstu,0.17595311076746617
43976,Locust,Jellyfish,JLcefhillosstuy,0.3187907725995087
43977,Locust,Medic,LMccdeiostu,0.15681305582530713
43978,Locust,Mustard,LMacdorssttuu,0.2318295625697679
43979,Locust,Hawaii,HLaaciiostuw,0.1558504107370639
43980,Locust,Bass,BLacossstu,0.12131997894229808
43981,Locust,Tutu,LTcosttuuu,0.13296997274861458
43982,Locust,Barbecue,BLabcceeorstuu,0.12508848827668856
43983,Locust,Balloon,BLacllnooostu,0.09589862675424515
43984,Locust,Gear,GLaceorstu,0.05687095877559859
43985,Locust,Stable,LSabcelosttu,0.02929580824175917
43986,Locust,Wheelchair,LWacceehhilorstu,-0.019962020326179
43987,Locust,Storm,LScmoorsttu,0.19810389914556648
43988,Locust,Shorts,LSchoorssttu,0.015414531679607662
43989,Locust,Steel,LSceelosttu,0.09533653754841252
43990,Locust,Bucket,BLccekosttuu,0.1155299925057223
43991,Locust,Dash,DLachosstu,0.04817442182263518
43992,Locust,Walrus,LWaclorsstuu,0.22513298053594674
43993,Locust,Lemonade,LLacdeemnoostu,0.11127875626002708
43994,Locust,Flag,FLacglostu,0.1027685573850018
